contestantId,team_name,id,eventId,typeId,periodId,timeMin,timeSec,playerName,playerId,outcome,x,y,timeStamp,lastModified,assist,qualifier,match_id,label,league_name,date,country,15,17,18,20,22,23,25,29,56,64,72,74,75,76,77,78,79,80,81,82,83,102,103,108,120,133,136,146,147,154,160,214,215,230,231,233,280,281,282,321,322,324,326,327,328,374,375,395,396,458,472,sequenceId,possessionId,keyPass,140,141,318,210,6,9,24,26,107,63,73,100,153,254,323,338,391,16,60,62,84,87,89,101,353,390,19,28,85,122,138,274,276,468,61,113,114,121,192,216,217,21,137,275,65,139,300
36g6ifzjliec1jqnbtf7yesme,AaB,2827850619,429,15,1,44,29,O. Ross,5lz41celw55rz3zh8pohclw5w,1,74.4,45.2,2025-07-19T12:43:23.803,2025-07-19T12:44:35,NaN,"{""id"": 5800201511, ""qualifierId"": 458}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,true,NaN,,NaN,NaN,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,true,NaN,47.7,19,NaN,,NaN,NaN,84.9,46.2,NaN,NaN,NaN,NaN,98.1,46.6,362,,,,0.11316283792257309,0.0,,1,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,true,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827850641,430,15,1,44,32,M. Jørgensen,1arzd8hqj73byhduozscqz5uy,1,79.3,48.9,2025-07-19T12:43:26.603,2025-07-19T12:44:41,NaN,"{""id"": 5800201805, ""qualifierId"": 102, ""value"": ""52.4""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,true,NaN,,NaN,NaN,Center,NaN,NaN,NaN,,true,NaN,NaN,NaN,NaN,,true,NaN,52.4,19,NaN,,NaN,NaN,81.4,49.3,NaN,NaN,NaN,NaN,98.4,49.8,363,,,,0.018787600100040436,0.0,,3,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,true,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827850923,433,15,1,45,19,K. John,5vrsflxiv2dgfa8199a2qxsve,1,95.8,41.1,2025-07-19T12:44:13.593,2025-07-22T13:29:24,1.0,"{""id"": 5800203793, ""qualifierId"": 233, ""value"": ""365""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,true,NaN,,true,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,49.1,12.7,NaN,,NaN,NaN,97.8,44.0,true,NaN,true,NaN,NaN,NaN,365,,,,0.16173389554023743,0.28162282705307007,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827862797,451,16,2,54,16,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,74.4,25.6,2025-07-19T13:12:20.876,2025-07-22T14:29:09,1.0,"{""id"": 5804219711, ""qualifierId"": 328}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,true,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,true,NaN,,NaN,NaN,49.8,21.5,NaN,,NaN,true,NaN,NaN,NaN,NaN,NaN,true,98.2,48.9,NaN,,,,0.024657417088747025,0.01235867477953434,,1,1,true,2025-07-19 14:12:18.981,54:14.463,1.1,54.0,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827867585,501,13,2,62,48,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,83.1,49.5,2025-07-19T13:20:52.995,2025-07-19T13:21:59,1.0,"{""id"": 5800295807, ""qualifierId"": 327, ""value"": ""2""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,true,NaN,true,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,true,57.6,1.4,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,true,93.2,48.9,NaN,,,,0.2833833694458008,0.0,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827870635,547,15,2,69,4,S. Yatéké,9ircna8pbskreztmy1wiqwx9m,1,93.1,52.3,2025-07-19T13:27:08.824,2025-07-19T13:28:45,NaN,"{""id"": 5805016071, ""qualifierId"": 100}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,true,NaN,NaN,true,,NaN,NaN,Center,NaN,true,NaN,,NaN,NaN,true,NaN,NaN,,true,NaN,49.7,19,NaN,,NaN,NaN,94.9,51.6,NaN,NaN,true,NaN,99.4,50,714,,,,0.19441892206668854,0.0,,3,2,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827860757,549,15,2,50,47,M. Jørgensen,1arzd8hqj73byhduozscqz5uy,1,81.5,49.7,2025-07-19T13:08:51.826,2025-07-22T14:29:09,1.0,"{""id"": 5800257871, ""qualifierId"": 18}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,true,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,50.1,0.6,NaN,,true,NaN,98.5,50.5,true,NaN,NaN,NaN,NaN,NaN,426,,,,0.09213798493146896,0.10642647743225098,,1,3,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827870709,549,13,2,69,8,N. Morberg,5u9zrgsm6wycfcbk04m64wd1w,1,79.7,50.5,2025-07-19T13:27:13.058,2025-07-19T13:28:35,1.0,"{""id"": 5800314695, ""qualifierId"": 230, ""value"": ""97.7""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,true,true,,NaN,true,Center,NaN,NaN,true,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,52.8,91.7,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,97.7,50.4,NaN,,,,0.030866572633385658,0.0,,3,3,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827865957,634,13,2,59,51,M. Bomholt,ejixz16616b7krftxyzv9yiac,1,77.8,49.9,2025-07-19T13:17:55.832,2025-07-19T13:19:04,NaN,"{""id"": 5800287033, ""qualifierId"": 72}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,NaN,NaN,,true,NaN,Center,NaN,true,true,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,49.1,84.7,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,97.7,48.9,NaN,,,,0.032122839242219925,0.0,,2,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827879301,650,15,2,90,16,M. Olsen,4zpmxlmdfa5wx79cr0q14pfx1,1,85.3,68.7,2025-07-19T13:48:20.718,2025-07-19T13:49:30,1.0,"{""id"": 5800362913, ""qualifierId"": 103, ""value"": ""9.7""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,true,true,,NaN,true,Center,true,NaN,NaN,,NaN,NaN,NaN,NaN,true,,true,NaN,46.6,9.7,NaN,,NaN,NaN,94.6,55.2,true,NaN,NaN,NaN,99.0,51.4,915,,,,0.03469568490982056,0.0,,2,3,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,true,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827880237,672,15,2,93,36,M. Pedersen,44gqeji9twbkdtrcr2ias4efo,1,88.1,26.6,2025-07-19T13:51:41.437,2025-07-19T13:52:54,1.0,"{""id"": 5800367601, ""qualifierId"": 63}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,true,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,true,NaN,48.9,19,NaN,,NaN,NaN,92.4,34.7,true,NaN,NaN,true,98.6,47.5,945,,,,0.04120780900120735,0.0,,1,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,true,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
b8oqgvx1ijeyn6y1cn6929ix4,Kolding,2827881095,694,13,2,96,41,M. Døj,ditbnaezwo4x10717bf53uwb8,1,75.7,49.3,2025-07-19T13:54:46.333,2025-07-19T13:56:16,NaN,"{""id"": 5800373017, ""qualifierId"": 103, ""value"": ""19.4""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,true,true,true,,NaN,NaN,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,66.2,19.4,NaN,,NaN,NaN,83.3,55.4,NaN,NaN,NaN,NaN,97.6,50.2,NaN,,,,0.03426347300410271,0.0,,1,3,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,true,NaN,true,,NaN,NaN,true,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827870177,709,13,2,68,5,V. Møller,5521epytthhw9afm2r3jn3384,1,83.7,30.5,2025-07-19T13:26:09.998,2025-07-19T13:27:18,1.0,"{""id"": 5800310449, ""qualifierId"": 326, ""value"": ""2""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,NaN,true,,NaN,true,Center,NaN,true,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,61.2,1.4,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.5,47.7,NaN,,,,0.031711459159851074,0.0,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,true,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827872953,757,15,2,73,58,V. Møller,5521epytthhw9afm2r3jn3384,1,92.9,34.0,2025-07-19T13:32:03.301,2025-07-19T13:33:12,1.0,"{""id"": 5800326825, ""qualifierId"": 82}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,true,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,true,NaN,48.9,19,NaN,,NaN,NaN,94.7,37.8,true,NaN,NaN,NaN,99.0,46.6,571,,,,0.08310014009475708,0.0,,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,true,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827873615,774,13,2,75,37,B. Skovgaard,cimgdip8em45rbnjq5fwlrx90,1,93.4,51.3,2025-07-19T13:33:42.355,2025-07-19T13:34:49,NaN,"{""id"": 5800330411, ""qualifierId"": 215}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,true,NaN,true,true,,NaN,NaN,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,60.2,8.3,true,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,99.1,51.1,NaN,,,,0.20342595875263214,0.0,,3,2,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,true,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827874553,792,13,2,77,52,M. Jørgensen,1arzd8hqj73byhduozscqz5uy,1,96.2,38.5,2025-07-19T13:35:57.341,2025-07-19T13:37:05,1.0,"{""id"": 5800335679, ""qualifierId"": 328}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,true,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,43.2,2.8,true,,NaN,NaN,NaN,NaN,true,NaN,true,NaN,98.5,42.8,NaN,,,,0.1322689801454544,0.0,,3,1,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,true,NaN,true,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827875193,806,15,2,79,42,A. Maarup,cf6zq49y8v1ekw07e7yi3uac,1,90.8,53.6,2025-07-19T13:37:47.331,2025-07-19T13:46:28,1.0,"{""id"": 5800360197, ""qualifierId"": 102, ""value"": ""50.7""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,true,true,NaN,NaN,NaN,,true,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,true,NaN,50.7,19,NaN,,NaN,NaN,92.2,53.2,true,NaN,NaN,NaN,99.9,49.6,598,,,,0.037801969796419144,0.0,,3,3,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827879745,930,13,2,91,40,B. Skovgaard,cimgdip8em45rbnjq5fwlrx90,1,88.7,53.4,2025-07-19T13:49:45.368,2025-07-19T13:50:54,1.0,"{""id"": 5800365177, ""qualifierId"": 103, ""value"": ""12.5""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,true,true,NaN,NaN,true,,NaN,true,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,41.7,12.5,NaN,,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,97.3,52.2,NaN,,,,0.10310474038124084,0.0,,1,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,true,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827881001,973,15,2,96,18,M. Jørgensen,1arzd8hqj73byhduozscqz5uy,1,95.2,60.7,2025-07-19T13:54:22.897,2025-07-21T11:29:23,1.0,"{""id"": 5800371883, ""qualifierId"": 326, ""value"": ""2""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,true,NaN,NaN,NaN,NaN,,true,true,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,51.4,11.4,NaN,,NaN,NaN,99.4,52.7,true,NaN,NaN,NaN,NaN,NaN,691,,,,0.04935728758573532,0.04001786559820175,,2,3,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,true,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827881307,994,15,2,97,40,N. Arnórsson,brinkgys7026490q3ixx6h9uc,1,90.6,38.0,2025-07-19T13:55:45.055,2025-07-21T11:29:16,NaN,"{""id"": 5800377095, ""qualifierId"": 321, ""value"": ""0.10176703333854675""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,true,NaN,NaN,true,,NaN,NaN,Center,NaN,true,NaN,,NaN,NaN,true,NaN,NaN,,NaN,NaN,49.0,19.6,NaN,,NaN,NaN,99.0,46.8,NaN,NaN,NaN,NaN,NaN,NaN,703,,,,0.10176703333854675,0.11333655565977097,,2,3,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827881323,995,15,2,97,41,B. Skovgaard,cimgdip8em45rbnjq5fwlrx90,1,95.5,35.4,2025-07-19T13:55:46.418,2025-07-19T14:00:38,NaN,"{""id"": 5800373791, ""qualifierId"": 56, ""value"": ""Center""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,true,true,,NaN,NaN,Center,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,true,,true,NaN,47.6,19,NaN,,NaN,NaN,96.3,37.5,NaN,NaN,NaN,NaN,99.1,47.3,712,,,,0.05263931676745415,0.0,,3,2,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,true,NaN,,true,994,NaN,,NaN,true,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827881339,996,15,2,97,47,A. Jasson,8bi1tlz62rjwyak4pnnzgp562,1,96.3,32.5,2025-07-19T13:55:52.345,2025-07-21T11:29:16,NaN,"{""id"": 5800377963, ""qualifierId"": 458}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,NaN,NaN,NaN,true,,NaN,NaN,Center,NaN,true,NaN,,NaN,NaN,NaN,NaN,true,,NaN,NaN,46.1,6.3,NaN,,NaN,NaN,98.6,44.2,NaN,NaN,NaN,NaN,NaN,NaN,705,,,,0.04141926392912865,0.26674309372901917,,2,2,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,NaN,true,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827881353,997,13,2,97,50,E. Makolli,697f50qoetodmfe8ybcuey2ac,1,85.9,58.1,2025-07-19T13:55:55.392,2025-07-19T14:01:12,NaN,"{""id"": 5800378351, ""qualifierId"": 231, ""value"": ""49.5""}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,true,NaN,true,true,,NaN,NaN,Center,NaN,NaN,true,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,50.4,70.8,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,98.9,49.5,NaN,,,,0.0883091539144516,0.0,,2,3,true,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,,true,996,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2827882417,1004,15,2,95,55,E. Makolli,697f50qoetodmfe8ybcuey2ac,1,87.2,55.2,2025-07-19T13:53:59.518,2025-07-19T14:02:11,NaN,"{""id"": 5800436179, ""qualifierId"": 25}",bs7i18mhro0d46fg5m0727rpw,Kolding vs AaB,1_Division,2025-07-19,DNK,NaN,true,NaN,true,NaN,,true,NaN,Center,NaN,NaN,NaN,,NaN,NaN,true,NaN,NaN,,true,NaN,48.6,19,NaN,,NaN,NaN,98.8,49.3,NaN,NaN,NaN,NaN,98.8,50.4,688,,,,0.09116309881210327,0.0,,2,3,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,NaN,NaN,NaN,,NaN,NaN,true,NaN,,NaN,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,,,,,,,,,NaN,,,NaN,,,,,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2833723177,67,15,1,4,58,M. Bomholt,ejixz16616b7krftxyzv9yiac,1,80.2,38.5,2025-08-10T14:03:58.522,2025-08-10T15:03:48,1.0,"{""id"": 5832965951, ""qualifierId"": 22}",c0oowstsjlw429lgzrkqhbu38,HB Køge vs AaB,1_Division,2025-08-10,DNK,NaN,NaN,true,NaN,true,NaN,NaN,true,Center,NaN,true,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,true,,51.1,19,NaN,,NaN,,82.7,40.1,NaN,,NaN,true,97.6,46.9,39,,,,0.0584300197660923,0.0,NaN,2,2,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,NaN,,,,,NaN,NaN,,NaN,,,,,NaN,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2833726313,79,13,1,10,5,G. Larsen,3mgrufy83uhzs9liw8pwxi784,1,96.8,36.1,2025-08-10T14:09:06.068,2025-08-10T14:40:38,1.0,"{""id"": 5832983751, ""qualifierId"": 56, ""value"": ""Center""}",c0oowstsjlw429lgzrkqhbu38,HB Køge vs AaB,1_Division,2025-08-10,DNK,NaN,NaN,NaN,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,51.4,52.8,NaN,,NaN,,NaN,NaN,true,,true,NaN,99.4,44.4,NaN,,,,0.0625130906701088,0.0,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,true,NaN,,,,,,,,true,,,,,NaN,NaN,,NaN,,,,,NaN,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2833724045,86,15,1,6,27,K. John,5vrsflxiv2dgfa8199a2qxsve,1,93.4,45.8,2025-08-10T14:05:27.388,2025-08-12T07:29:08,1.0,"{""id"": 5832971697, ""qualifierId"": 147, ""value"": ""49.5""}",c0oowstsjlw429lgzrkqhbu38,HB Køge vs AaB,1_Division,2025-08-10,DNK,true,true,NaN,NaN,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,,45.8,21.5,NaN,,NaN,,99.1,49.5,true,,true,NaN,NaN,NaN,47,,,,0.20591755211353302,0.885301411151886,NaN,3,1,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,NaN,,,,,NaN,NaN,,NaN,,,,,NaN,,,,,
36g6ifzjliec1jqnbtf7yesme,AaB,2833724065,87,13,1,6,29,K. John,5vrsflxiv2dgfa8199a2qxsve,1,97.7,45.2,2025-08-10T14:05:29.885,2025-08-10T14:06:53,NaN,"{""id"": 5833068125, ""qualifierId"": 338, ""value"": ""86""}",c0oowstsjlw429lgzrkqhbu38,HB Køge vs AaB,1_Division,2025-08-10,DNK,NaN,NaN,NaN,NaN,true,NaN,NaN,NaN,Center,NaN,NaN,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,40.7,16.7,NaN,,NaN,,NaN,NaN,NaN,,true,NaN,98.9,48.9,NaN,,,,0.4437437355518341,0.0,NaN,2,1,NaN,NaN,NaN,NaN,NaN,true,,,,,,,,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,true,86,,true,,NaN,NaN,,,,,,,,NaN,,,,,NaN,NaN,,NaN,,,,,true,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2833727887,107,15,1,12,39,I. Dorgu,bmvcofmie6om4muxij4kdkro4,1,91.1,42.1,2025-08-10T14:11:39.333,2025-08-12T07:29:08,1.0,"{""id"": 5832992791, ""qualifierId"": 22}",c0oowstsjlw429lgzrkqhbu38,HB Køge vs AaB,1_Division,2025-08-10,DNK,NaN,true,NaN,true,true,NaN,NaN,true,Center,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,true,NaN,NaN,,47.3,17.1,NaN,,NaN,,99.3,49.5,true,,NaN,NaN,NaN,NaN,145,,,,0.07910038530826569,0.3624879717826843,NaN,3,2,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,,,,,,NaN,,,,,NaN,NaN,,NaN,,,,,NaN,,,,,
8cfkisxf1fkxdqtt6tx1tup48,HB Køge,2833732641,169,13,1,19,42,M. Jensen,619s1phj5bkgkug3aszc1y9cl,1,76.8,39.5,2025-08-10T14:18:42.916,2025-08-10T14:19:50,1.0,"{""id"": 5833026115, ""qualifierId"": 102, ""value"": ""41.7""}",c0oowstsjlw429lgzrkqhbu38,HB Køge vs AaB,1_Division,2025-08-10,DNK,NaN,NaN,true,NaN,NaN,NaN,true,true,Center,NaN,true,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,41.7,34.7,NaN,,NaN,,NaN,NaN,true,,NaN,true,97.1,46.8,NaN,,,,0.02123355306684971,0.0,NaN,2,3,true,NaN,NaN,NaN,NaN,NaN,,,,,,,,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,true,,,,,,,,NaN,,,,,NaN,NaN,,NaN,,,,,NaN,,,,,
